inventory_id,snapshot_month,item_type,item_id,item_code,item_name,warehouse_id,warehouse_name,batch_number,quantity,unit_price,total_price,earliest_storage_date,max_storage_age,storage_reason,storage_note,consumption_path,created_date,status
INV0000127,2023-05,Material,M0106,PART-RES-SMD-0201,0201贴片电阻,WH002,电子材料仓,BN230501-001,3097,4013.15,12428735.9,2023-03-03,59,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000128,2023-05,Material,M0107,PART-CAP-SMD-0201,0201贴片电容,WH002,电子材料仓,BN230501-001,4214,1248.35,5260566.0,2023-01-11,110,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000129,2023-05,Material,M0108,PART-MCU-STM32H753,STM32H753双核芯片,WH002,电子材料仓,BN230501-001,2734,549.4,1502051.88,2023-01-25,96,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000130,2023-05,Material,M0109,PART-PCB-FC-8L,8层飞控PCB板,WH002,电子材料仓,BN230501-001,4231,2358.74,9979842.5,2023-01-05,116,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000131,2023-05,Material,M0110,PART-FPGA-ICE40,ICE40 FPGA,WH002,电子材料仓,BN230501-001,2819,1754.8,4946768.62,2023-02-25,65,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000132,2023-05,Material,M0111,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,WH002,电子材料仓,BN230501-001,4123,1145.7,4723727.21,2023-01-03,118,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000133,2023-05,Material,M0112,RAW-ABS-PELLET,ABS塑料粒子,WH005,原材料仓,BN230501-001,4082,1998.35,8157245.24,2023-03-31,31,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000134,2023-05,Material,M0113,RAW-CF-PLATE-3MM,3mm碳纤维板,WH005,原材料仓,BN230501-001,4975,4834.78,24053013.73,2023-04-16,15,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000135,2023-05,Material,M0114,PART-SCREW-M2.5-8,M2.5x8螺钉,WH002,电子材料仓,BN230501-001,2986,2551.93,7620075.88,2023-02-01,89,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000136,2023-05,Material,M0115,RAW-CF-TUBE-16MM,16mm碳纤维管,WH005,原材料仓,BN230501-001,6378,2685.72,17129499.87,2023-01-07,114,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000137,2023-05,Material,M0116,PART-PCB-2L,2层PCB板,WH002,电子材料仓,BN230501-001,4372,4386.42,19177435.56,2023-04-10,21,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000138,2023-05,Material,M0117,PART-MOSFET-DUAL,双路MOSFET,WH002,电子材料仓,BN230501-001,2948,4813.05,14188860.3,2023-02-09,81,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000139,2023-05,Material,M0118,PART-MCU-STM32F103,STM32F103控制芯片,WH002,电子材料仓,BN230501-001,2957,2986.89,8832235.39,2023-04-11,20,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000140,2023-05,Material,M0119,RAW-SI-WAFER-8IN,8英寸硅晶圆,WH005,原材料仓,BN230501-001,5209,1575.25,8205476.2,2023-01-14,107,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000141,2023-05,Material,M0120,RAW-SI-WAFER-12IN,12英寸硅晶圆,WH005,原材料仓,BN230501-001,6121,587.07,3593470.54,2023-02-18,72,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000142,2023-05,Material,M0121,RAW-NEODYMIUM,钕铁硼磁性材料,WH005,原材料仓,BN230501-001,7148,1281.07,9157054.8,2023-03-31,31,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000143,2023-05,Material,M0122,RAW-COPPER-WIRE,铜漆包线,WH005,原材料仓,BN230501-001,6480,2604.4,16876528.45,2023-04-24,7,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000144,2023-05,Material,M0123,RAW-AL-ALLOY,铝合金材料,WH005,原材料仓,BN230501-001,6822,3599.96,24558897.76,2023-01-27,94,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000145,2023-05,Material,M0124,RAW-LIPO-CELL,锂聚合物电芯,WH005,原材料仓,BN230501-001,6596,993.21,6551182.12,2023-01-29,92,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000146,2023-05,Material,M0125,RAW-FR4-CCL,FR4覆铜板,WH005,原材料仓,BN230501-001,5509,4604.65,25366997.97,2023-01-29,92,采购入库,PO-202305001,生产领用,2023-05-31,Active
